id,toxic,severe_toxic,obscene,threat,insult,identity_hate
009a52daa8dbb767,0.5,0.5,0.5,0.5,0.5,0.5
009a6b3e571ee155,0.5,0.5,0.5,0.5,0.5,0.5
009cb63b1bd5daf9,0.5,0.5,0.5,0.5,0.5,0.5
00a216c00b90ce88,0.5,0.5,0.5,0.5,0.5,0.5
00a330961879175c,0.5,0.5,0.5,0.5,0.5,0.5
00a8fa03349203fb,0.5,0.5,0.5,0.5,0.5,0.5
00a98913b0b8ba34,0.5,0.5,0.5,0.5,0.5,0.5
00ae7def4f2df069,0.5,0.5,0.5,0.5,0.5,0.5
00b07ded761b2cbd,0.5,0.5,0.5,0.5,0.5,0.5
00b25b1226d6c6b2,0.5,0.5,0.5,0.5,0.5,0.5
00b2924708445da2,0.5,0.5,0.5,0.5,0.5,0.5
00b9f6b033b31ccf,0.5,0.5,0.5,0.5,0.5,0.5
00c1c8d3384b48ff,0.5,0.5,0.5,0.5,0.5,0.5
00c381d0018beaf3,0.5,0.5,0.5,0.5,0.5,0.5
00c73c02b643115a,0.5,0.5,0.5,0.5,0.5,0.5
00ced92ee28c7ee8,0.5,0.5,0.5,0.5,0.5,0.5
00cf6d6ea4e7d4e8,0.5,0.5,0.5,0.5,0.5,0.5
00d1d2f4f247d472,0.5,0.5,0.5,0.5,0.5,0.5
00d1f0e112b4b3c1,0.5,0.5,0.5,0.5,0.5,0.5
00da1b5709d4c01e,0.5,0.5,0.5,0.5,0.5,0.5
00da24b316a18a97,0.5,0.5,0.5,0.5,0.5,0.5
00da6b8028a26401,0.5,0.5,0.5,0.5,0.5,0.5
00dbfbe1f475c906,0.5,0.5,0.5,0.5,0.5,0.5
00dda32b016cec96,0.5,0.5,0.5,0.5,0.5,0.5
00e1a60ba82afef4,0.5,0.5,0.5,0.5,0.5,0.5
00e769033b3844a7,0.5,0.5,0.5,0.5,0.5,0.5
00e9db54d1e315eb,0.5,0.5,0.5,0.5,0.5,0.5
00eb79b53b55adb2,0.5,0.5,0.5,0.5,0.5,0.5
00ec25ee9f856104,0.5,0.5,0.5,0.5,0.5,0.5
00ed5cca8c8cfe00,0.5,0.5,0.5,0.5,0.5,0.5
00ee2489cd2a6fb6,0.5,0.5,0.5,0.5,0.5,0.5
00ef2cfcedd7d888,0.5,0.5,0.5,0.5,0.5,0.5
00f84ff64cc93b6e,0.5,0.5,0.5,0.5,0.5,0.5
00fa6072f2eb086b,0.5,0.5,0.5,0.5,0.5,0.5
0101156affa4e54c,0.5,0.5,0.5,0.5,0.5,0.5
0109a30ed4bf255d,0.5,0.5,0.5,0.5,0.5,0.5
0109d5a4788850f7,0.5,0.5,0.5,0.5,0.5,0.5
0110531ec939f4f1,0.5,0.5,0.5,0.5,0.5,0.5
0113fabbf6828fee,0.5,0.5,0.5,0.5,0.5,0.5
01176f578d6e5b55,0.5,0.5,0.5,0.5,0.5,0.5
011813b36dadcbe1,0.5,0.5,0.5,0.5,0.5,0.5
011cc194d139426c,0.5,0.5,0.5,0.5,0.5,0.5
011d0c0a6c8e5765,0.5,0.5,0.5,0.5,0.5,0.5
011e1806af9f1862,0.5,0.5,0.5,0.5,0.5,0.5
01240081236cbbea,0.5,0.5,0.5,0.5,0.5,0.5
0126fffcd40e338f,0.5,0.5,0.5,0.5,0.5,0.5
012e80c3e008d7b2,0.5,0.5,0.5,0.5,0.5,0.5
012edfca8b3fa98c,0.5,0.5,0.5,0.5,0.5,0.5
01389dc7e054bfe5,0.5,0.5,0.5,0.5,0.5,0.5
013bd808a6d3d69b,0.5,0.5,0.5,0.5,0.5,0.5
01402c8ac88fa9de,0.5,0.5,0.5,0.5,0.5,0.5
0141bcdf68c13b91,0.5,0.5,0.5,0.5,0.5,0.5
014613567783bc82,0.5,0.5,0.5,0.5,0.5,0.5
0149fb25bf41f4ca,0.5,0.5,0.5,0.5,0.5,0.5
014ab157b6991c99,0.5,0.5,0.5,0.5,0.5,0.5
014bb932bd289352,0.5,0.5,0.5,0.5,0.5,0.5
015481306382caba,0.5,0.5,0.5,0.5,0.5,0.5
015510b215d6c38f,0.5,0.5,0.5,0.5,0.5,0.5
0155c0f1599a2a41,0.5,0.5,0.5,0.5,0.5,0.5
015fb4312e66b0b0,0.5,0.5,0.5,0.5,0.5,0.5
016418de3574e094,0.5,0.5,0.5,0.5,0.5,0.5
0164a6c212293bb3,0.5,0.5,0.5,0.5,0.5,0.5
016b64d389c9a1c1,0.5,0.5,0.5,0.5,0.5,0.5
017278b7bd40cc04,0.5,0.5,0.5,0.5,0.5,0.5
017ad99300e1ac9f,0.5,0.5,0.5,0.5,0.5,0.5
017dac2063a30a1a,0.5,0.5,0.5,0.5,0.5,0.5
017e027be3c62f00,0.5,0.5,0.5,0.5,0.5,0.5
018097efce09c9c9,0.5,0.5,0.5,0.5,0.5,0.5
018112615c9cfc4e,0.5,0.5,0.5,0.5,0.5,0.5
0181ae3b0ce76068,0.5,0.5,0.5,0.5,0.5,0.5
01832b87f25b30ab,0.5,0.5,0.5,0.5,0.5,0.5
01841da25aaaa16c,0.5,0.5,0.5,0.5,0.5,0.5
018663f910e0bfe6,0.5,0.5,0.5,0.5,0.5,0.5
018aab4d87d613d3,0.5,0.5,0.5,0.5,0.5,0.5
018bd8c6795b6057,0.5,0.5,0.5,0.5,0.5,0.5
018e6f1e1b18723a,0.5,0.5,0.5,0.5,0.5,0.5
0197e686be2c06a3,0.5,0.5,0.5,0.5,0.5,0.5
019ab9a91e7fcdbe,0.5,0.5,0.5,0.5,0.5,0.5
019c9815c304f9e9,0.5,0.5,0.5,0.5,0.5,0.5
019ffe9293bf9c8b,0.5,0.5,0.5,0.5,0.5,0.5
01a2ff35fecb4f50,0.5,0.5,0.5,0.5,0.5,0.5
01a36d4b6c19bb36,0.5,0.5,0.5,0.5,0.5,0.5
01a76688b101c956,0.5,0.5,0.5,0.5,0.5,0.5
01a7da22fc4bb7df,0.5,0.5,0.5,0.5,0.5,0.5
01a83488e8bd7641,0.5,0.5,0.5,0.5,0.5,0.5
01b6cca55becc58b,0.5,0.5,0.5,0.5,0.5,0.5
01b7c6ded99c3d19,0.5,0.5,0.5,0.5,0.5,0.5
01b99e4b383d2be3,0.5,0.5,0.5,0.5,0.5,0.5
01ba7c1a5e999a42,0.5,0.5,0.5,0.5,0.5,0.5
01bf0d4342ec4a2e,0.5,0.5,0.5,0.5,0.5,0.5
01c10add8c4e0491,0.5,0.5,0.5,0.5,0.5,0.5
01cb9ca6df78b63d,0.5,0.5,0.5,0.5,0.5,0.5
01cd19f96bff3041,0.5,0.5,0.5,0.5,0.5,0.5
01d2f1c1245ac9a9,0.5,0.5,0.5,0.5,0.5,0.5
01d5707ab45df67c,0.5,0.5,0.5,0.5,0.5,0.5
01dfd54de655b50e,0.5,0.5,0.5,0.5,0.5,0.5
01e1fe72324cfa35,0.5,0.5,0.5,0.5,0.5,0.5
01e81a171a12d8e0,0.5,0.5,0.5,0.5,0.5,0.5
01e9f5b4ae3454d8,0.5,0.5,0.5,0.5,0.5,0.5
01f3d14df61d3481,0.5,0.5,0.5,0.5,0.5,0.5
02015f8b6caeac9f,0.5,0.5,0.5,0.5,0.5,0.5
020365f480b3b4ff,0.5,0.5,0.5,0.5,0.5,0.5
02041b5e015fc7d6,0.5,0.5,0.5,0.5,0.5,0.5
0206aafc0abddeb9,0.5,0.5,0.5,0.5,0.5,0.5
0211c2463faca41a,0.5,0.5,0.5,0.5,0.5,0.5
0211f0b6fba59261,0.5,0.5,0.5,0.5,0.5,0.5
0216383e7d4f079c,0.5,0.5,0.5,0.5,0.5,0.5
0218713b96c82905,0.5,0.5,0.5,0.5,0.5,0.5
021b91aedb549908,0.5,0.5,0.5,0.5,0.5,0.5
021d29eba82c3481,0.5,0.5,0.5,0.5,0.5,0.5
021da446e1edff81,0.5,0.5,0.5,0.5,0.5,0.5
02247d7b772ce9a4,0.5,0.5,0.5,0.5,0.5,0.5
02266b7fc5746618,0.5,0.5,0.5,0.5,0.5,0.5
02287d98364f4484,0.5,0.5,0.5,0.5,0.5,0.5
0229107e1bd26a14,0.5,0.5,0.5,0.5,0.5,0.5
0230a11d73695ae8,0.5,0.5,0.5,0.5,0.5,0.5
0233045e691927af,0.5,0.5,0.5,0.5,0.5,0.5
02412f4f3b9872ae,0.5,0.5,0.5,0.5,0.5,0.5
0246bad2d4571175,0.5,0.5,0.5,0.5,0.5,0.5
02477578811d15a3,0.5,0.5,0.5,0.5,0.5,0.5
02489127a1dd70f3,0.5,0.5,0.5,0.5,0.5,0.5
024ff7e961835af7,0.5,0.5,0.5,0.5,0.5,0.5
025604aa4813e4fd,0.5,0.5,0.5,0.5,0.5,0.5
0257f2007efc5f22,0.5,0.5,0.5,0.5,0.5,0.5
025a48160d5c8617,0.5,0.5,0.5,0.5,0.5,0.5
025eef0c244b5af4,0.5,0.5,0.5,0.5,0.5,0.5
025f588255e054c4,0.5,0.5,0.5,0.5,0.5,0.5
0265bcade39daa25,0.5,0.5,0.5,0.5,0.5,0.5
0268e46cd25339f0,0.5,0.5,0.5,0.5,0.5,0.5
0270bbf8002b4476,0.5,0.5,0.5,0.5,0.5,0.5
02730f132825301d,0.5,0.5,0.5,0.5,0.5,0.5
02751214a00b14f5,0.5,0.5,0.5,0.5,0.5,0.5
0278f245edc81773,0.5,0.5,0.5,0.5,0.5,0.5
027c1f1ec6bba226,0.5,0.5,0.5,0.5,0.5,0.5
027dcbaa61909f5a,0.5,0.5,0.5,0.5,0.5,0.5
027f0b3b526923d8,0.5,0.5,0.5,0.5,0.5,0.5
0283222a3bd34af1,0.5,0.5,0.5,0.5,0.5,0.5
0284508c718b8b4a,0.5,0.5,0.5,0.5,0.5,0.5
02898bf98e29436a,0.5,0.5,0.5,0.5,0.5,0.5
028d62ba197114fa,0.5,0.5,0.5,0.5,0.5,0.5
028f25539b77eadb,0.5,0.5,0.5,0.5,0.5,0.5
028f5b635f7fa2dc,0.5,0.5,0.5,0.5,0.5,0.5
0291735c70214907,0.5,0.5,0.5,0.5,0.5,0.5
02944a7c2a67c017,0.5,0.5,0.5,0.5,0.5,0.5
029465404e832cef,0.5,0.5,0.5,0.5,0.5,0.5
029be1f68e4ae6a3,0.5,0.5,0.5,0.5,0.5,0.5
029bf667a3a722ee,0.5,0.5,0.5,0.5,0.5,0.5
029f5ada94535d6c,0.5,0.5,0.5,0.5,0.5,0.5
02a36ddb2884cb16,0.5,0.5,0.5,0.5,0.5,0.5
02a458e1bb43ac71,0.5,0.5,0.5,0.5,0.5,0.5
02a4e52899344a88,0.5,0.5,0.5,0.5,0.5,0.5
02a576163e6814d4,0.5,0.5,0.5,0.5,0.5,0.5
02a59e27ab205fb4,0.5,0.5,0.5,0.5,0.5,0.5
02ae2d290305ccad,0.5,0.5,0.5,0.5,0.5,0.5
02b37d6238d8caef,0.5,0.5,0.5,0.5,0.5,0.5
02b8c8ba3b2a1b35,0.5,0.5,0.5,0.5,0.5,0.5
02b9ef57925866c8,0.5,0.5,0.5,0.5,0.5,0.5
02baab63953460ab,0.5,0.5,0.5,0.5,0.5,0.5
02bf337cd9e7f8d1,0.5,0.5,0.5,0.5,0.5,0.5
02c027c097aeda49,0.5,0.5,0.5,0.5,0.5,0.5
02c1bced2aed4bd7,0.5,0.5,0.5,0.5,0.5,0.5
02c48a95198687e1,0.5,0.5,0.5,0.5,0.5,0.5
02c4c02b0976735c,0.5,0.5,0.5,0.5,0.5,0.5
02c71381dbde0803,0.5,0.5,0.5,0.5,0.5,0.5
02c741d1412fec05,0.5,0.5,0.5,0.5,0.5,0.5
02cbe8d8e800f936,0.5,0.5,0.5,0.5,0.5,0.5
02d232d898b70c6a,0.5,0.5,0.5,0.5,0.5,0.5
02d2677fa2d8fde3,0.5,0.5,0.5,0.5,0.5,0.5
02d45339428db29d,0.5,0.5,0.5,0.5,0.5,0.5
02d9d26320773709,0.5,0.5,0.5,0.5,0.5,0.5
02db639e00c7f4a8,0.5,0.5,0.5,0.5,0.5,0.5
02dbe1fb97670b94,0.5,0.5,0.5,0.5,0.5,0.5
02e6fc74d370b880,0.5,0.5,0.5,0.5,0.5,0.5
02e73fff36805e05,0.5,0.5,0.5,0.5,0.5,0.5
02eabb7abe129f88,0.5,0.5,0.5,0.5,0.5,0.5
02eb70c5a9b67694,0.5,0.5,0.5,0.5,0.5,0.5
02eba94abc17d682,0.5,0.5,0.5,0.5,0.5,0.5
02ef17606e21709a,0.5,0.5,0.5,0.5,0.5,0.5
02f02c6d598b4b6c,0.5,0.5,0.5,0.5,0.5,0.5
02f3533f6f2ce9a6,0.5,0.5,0.5,0.5,0.5,0.5
02f39a6f018f3814,0.5,0.5,0.5,0.5,0.5,0.5
02f48bd1c03c9e0b,0.5,0.5,0.5,0.5,0.5,0.5
02f77830b4d71c0f,0.5,0.5,0.5,0.5,0.5,0.5
02fe38c6d10c97a5,0.5,0.5,0.5,0.5,0.5,0.5
02fe4e8ff269a71c,0.5,0.5,0.5,0.5,0.5,0.5
02feb6937e005cbc,0.5,0.5,0.5,0.5,0.5,0.5
02ff4b3bdb728600,0.5,0.5,0.5,0.5,0.5,0.5
030344fac649cff8,0.5,0.5,0.5,0.5,0.5,0.5
0303eb2c07f95caa,0.5,0.5,0.5,0.5,0.5,0.5
0303f5c37ffad10e,0.5,0.5,0.5,0.5,0.5,0.5
030a6ad91679f0b3,0.5,0.5,0.5,0.5,0.5,0.5
030dcef3ca2df44b,0.5,0.5,0.5,0.5,0.5,0.5
030e2fa4ebf8cc96,0.5,0.5,0.5,0.5,0.5,0.5
0312ad44da32b691,0.5,0.5,0.5,0.5,0.5,0.5
031b9491ea28f331,0.5,0.5,0.5,0.5,0.5,0.5
031eae9b43888c3a,0.5,0.5,0.5,0.5,0.5,0.5
031f877a3fd8fc27,0.5,0.5,0.5,0.5,0.5,0.5
0325b6ad66cb47d1,0.5,0.5,0.5,0.5,0.5,0.5
0325d248b8875710,0.5,0.5,0.5,0.5,0.5,0.5
0325fddac8f7ef7e,0.5,0.5,0.5,0.5,0.5,0.5
0326378e00726269,0.5,0.5,0.5,0.5,0.5,0.5
032928a258683b7b,0.5,0.5,0.5,0.5,0.5,0.5
032b06f3c1888025,0.5,0.5,0.5,0.5,0.5,0.5
033432cc1c78bec0,0.5,0.5,0.5,0.5,0.5,0.5
0337259dcb3f8264,0.5,0.5,0.5,0.5,0.5,0.5
033879bbe9363fc5,0.5,0.5,0.5,0.5,0.5,0.5
033fdba70f19cf0f,0.5,0.5,0.5,0.5,0.5,0.5
03450898c7672e27,0.5,0.5,0.5,0.5,0.5,0.5
0347bc2f65cea05f,0.5,0.5,0.5,0.5,0.5,0.5
0349af3c0c3d960c,0.5,0.5,0.5,0.5,0.5,0.5
03524686ee6c5f17,0.5,0.5,0.5,0.5,0.5,0.5
0355340e1d4c1e33,0.5,0.5,0.5,0.5,0.5,0.5
03624b38905d611f,0.5,0.5,0.5,0.5,0.5,0.5
03683bf10116e9cc,0.5,0.5,0.5,0.5,0.5,0.5
036cc50c344dd062,0.5,0.5,0.5,0.5,0.5,0.5
036e7a0cda983461,0.5,0.5,0.5,0.5,0.5,0.5
03707093b18455e4,0.5,0.5,0.5,0.5,0.5,0.5
0374aa543ae864ff,0.5,0.5,0.5,0.5,0.5,0.5
03766a4c4b985009,0.5,0.5,0.5,0.5,0.5,0.5
0387e49127fa92ec,0.5,0.5,0.5,0.5,0.5,0.5
0389faad1e7b9d3f,0.5,0.5,0.5,0.5,0.5,0.5
038d517531fb35cd,0.5,0.5,0.5,0.5,0.5,0.5
038dedc0c7d0a020,0.5,0.5,0.5,0.5,0.5,0.5
038fa68c579f7b8a,0.5,0.5,0.5,0.5,0.5,0.5
03973dbf647dfd78,0.5,0.5,0.5,0.5,0.5,0.5
0397ab0d989e8d3c,0.5,0.5,0.5,0.5,0.5,0.5
039b2a3155b61e28,0.5,0.5,0.5,0.5,0.5,0.5
039bfd4c7a9927bb,0.5,0.5,0.5,0.5,0.5,0.5
03a442121ca197bf,0.5,0.5,0.5,0.5,0.5,0.5
03aa897f362fe82e,0.5,0.5,0.5,0.5,0.5,0.5
03af7884f5c0e1a4,0.5,0.5,0.5,0.5,0.5,0.5
03b085f3f2153a94,0.5,0.5,0.5,0.5,0.5,0.5
03b44d2dd00ff412,0.5,0.5,0.5,0.5,0.5,0.5
03b7616cb74438c3,0.5,0.5,0.5,0.5,0.5,0.5
03b847a050326e51,0.5,0.5,0.5,0.5,0.5,0.5
03b94df6c883d4e8,0.5,0.5,0.5,0.5,0.5,0.5
03bec7971c75ec16,0.5,0.5,0.5,0.5,0.5,0.5
03c089282933e18f,0.5,0.5,0.5,0.5,0.5,0.5
03c08eea7d47611c,0.5,0.5,0.5,0.5,0.5,0.5
03c0a575664c26b3,0.5,0.5,0.5,0.5,0.5,0.5
03c0af572a6952ff,0.5,0.5,0.5,0.5,0.5,0.5
03c1fe4f80b698d0,0.5,0.5,0.5,0.5,0.5,0.5
03c207be67b02e60,0.5,0.5,0.5,0.5,0.5,0.5
03c227c10a016963,0.5,0.5,0.5,0.5,0.5,0.5
03c53eb194918208,0.5,0.5,0.5,0.5,0.5,0.5
03c5b6717c4d138d,0.5,0.5,0.5,0.5,0.5,0.5
03c72e77c03d20c9,0.5,0.5,0.5,0.5,0.5,0.5
03c980957ec204c9,0.5,0.5,0.5,0.5,0.5,0.5
03ceddddb2903bb0,0.5,0.5,0.5,0.5,0.5,0.5
03d17f4c3f6b6315,0.5,0.5,0.5,0.5,0.5,0.5
03d315e7e31b47a6,0.5,0.5,0.5,0.5,0.5,0.5
03d36498737417ed,0.5,0.5,0.5,0.5,0.5,0.5
03d711047c72eef0,0.5,0.5,0.5,0.5,0.5,0.5
03d7de18e7668163,0.5,0.5,0.5,0.5,0.5,0.5
03d8ff49271c931f,0.5,0.5,0.5,0.5,0.5,0.5
03d96c0aaa65a424,0.5,0.5,0.5,0.5,0.5,0.5
03e0757af8704154,0.5,0.5,0.5,0.5,0.5,0.5
03e2e6f3db855105,0.5,0.5,0.5,0.5,0.5,0.5
03e4fff35f376fb1,0.5,0.5,0.5,0.5,0.5,0.5
03e5e2f3db71d9c6,0.5,0.5,0.5,0.5,0.5,0.5
03ed3cb6ab6620c7,0.5,0.5,0.5,0.5,0.5,0.5
03ed87521d1ff995,0.5,0.5,0.5,0.5,0.5,0.5
03f300d4e64f1610,0.5,0.5,0.5,0.5,0.5,0.5
03feb1bfb7a3ca4c,0.5,0.5,0.5,0.5,0.5,0.5
0400b22cadd183f4,0.5,0.5,0.5,0.5,0.5,0.5
0401c500f2b2bdae,0.5,0.5,0.5,0.5,0.5,0.5
0403cec9a442bb2f,0.5,0.5,0.5,0.5,0.5,0.5
04099afb475daead,0.5,0.5,0.5,0.5,0.5,0.5
0409cc780a7e4077,0.5,0.5,0.5,0.5,0.5,0.5
040a95741d7c8d91,0.5,0.5,0.5,0.5,0.5,0.5
040de10692eb1979,0.5,0.5,0.5,0.5,0.5,0.5
04110a249828c194,0.5,0.5,0.5,0.5,0.5,0.5
04131c710d88b3f8,0.5,0.5,0.5,0.5,0.5,0.5
041f8f78802ea967,0.5,0.5,0.5,0.5,0.5,0.5
042389323a210cd2,0.5,0.5,0.5,0.5,0.5,0.5
04244108a528db67,0.5,0.5,0.5,0.5,0.5,0.5
04286eae19f40da1,0.5,0.5,0.5,0.5,0.5,0.5
042b82793675fe06,0.5,0.5,0.5,0.5,0.5,0.5
042c88029647f67d,0.5,0.5,0.5,0.5,0.5,0.5
042d3cb02c4502a5,0.5,0.5,0.5,0.5,0.5,0.5
042e58740b287248,0.5,0.5,0.5,0.5,0.5,0.5
042fe2d289c55264,0.5,0.5,0.5,0.5,0.5,0.5
04338f03529010c9,0.5,0.5,0.5,0.5,0.5,0.5
0439882932f5f3ca,0.5,0.5,0.5,0.5,0.5,0.5
0444b497d3969b31,0.5,0.5,0.5,0.5,0.5,0.5
044b232cc1aa9f9f,0.5,0.5,0.5,0.5,0.5,0.5
044d068174434d51,0.5,0.5,0.5,0.5,0.5,0.5
044f008b0f522099,0.5,0.5,0.5,0.5,0.5,0.5
045d2457a827c5f7,0.5,0.5,0.5,0.5,0.5,0.5
04618a8d85d6b2f5,0.5,0.5,0.5,0.5,0.5,0.5
046b3e4059bc3360,0.5,0.5,0.5,0.5,0.5,0.5
0472d30cedb64fd4,0.5,0.5,0.5,0.5,0.5,0.5
047303cf5e40846b,0.5,0.5,0.5,0.5,0.5,0.5
047b50906f8fa095,0.5,0.5,0.5,0.5,0.5,0.5
047eb76c290f076a,0.5,0.5,0.5,0.5,0.5,0.5
04844cbb448e7f0a,0.5,0.5,0.5,0.5,0.5,0.5
0485b375f1083ea0,0.5,0.5,0.5,0.5,0.5,0.5
0487903955e2e742,0.5,0.5,0.5,0.5,0.5,0.5
048cec0170feb97e,0.5,0.5,0.5,0.5,0.5,0.5
048e2bdc78a2dff1,0.5,0.5,0.5,0.5,0.5,0.5
048fb76e50bebec9,0.5,0.5,0.5,0.5,0.5,0.5
0492a2897cbf58f9,0.5,0.5,0.5,0.5,0.5,0.5
0492cfd8278238d4,0.5,0.5,0.5,0.5,0.5,0.5
04965be9ea5a4214,0.5,0.5,0.5,0.5,0.5,0.5
049855fd121c818e,0.5,0.5,0.5,0.5,0.5,0.5
04989751dddda728,0.5,0.5,0.5,0.5,0.5,0.5
04995dca9c6a74e4,0.5,0.5,0.5,0.5,0.5,0.5
049a8dc9fce611e3,0.5,0.5,0.5,0.5,0.5,0.5
04a361cfd274e6fe,0.5,0.5,0.5,0.5,0.5,0.5
04a4363b78b5bfc9,0.5,0.5,0.5,0.5,0.5,0.5
04a694ffe26cbaee,0.5,0.5,0.5,0.5,0.5,0.5
04a9da8ac747abb3,0.5,0.5,0.5,0.5,0.5,0.5
04ab79781731674f,0.5,0.5,0.5,0.5,0.5,0.5
04adecfd8699665b,0.5,0.5,0.5,0.5,0.5,0.5
04af7b12345c4161,0.5,0.5,0.5,0.5,0.5,0.5
04afed8c52444618,0.5,0.5,0.5,0.5,0.5,0.5
04b0db5243798c05,0.5,0.5,0.5,0.5,0.5,0.5
04b5d5cdac62f578,0.5,0.5,0.5,0.5,0.5,0.5
04b6f579397df1ad,0.5,0.5,0.5,0.5,0.5,0.5
04b717104568b24c,0.5,0.5,0.5,0.5,0.5,0.5
04b85fe3fb961585,0.5,0.5,0.5,0.5,0.5,0.5
04bb978332bbe669,0.5,0.5,0.5,0.5,0.5,0.5
04c105452355de10,0.5,0.5,0.5,0.5,0.5,0.5
04cac9cf01dac560,0.5,0.5,0.5,0.5,0.5,0.5
04cd33b54de11926,0.5,0.5,0.5,0.5,0.5,0.5
04cda5e20e17c089,0.5,0.5,0.5,0.5,0.5,0.5
04ce7e0453995b4b,0.5,0.5,0.5,0.5,0.5,0.5
04cf14506adaaf42,0.5,0.5,0.5,0.5,0.5,0.5
04d006d22a0ce31c,0.5,0.5,0.5,0.5,0.5,0.5
04d4787ced1e5813,0.5,0.5,0.5,0.5,0.5,0.5
04d47ff2cc1d0d83,0.5,0.5,0.5,0.5,0.5,0.5
04da285606832772,0.5,0.5,0.5,0.5,0.5,0.5
04e0292b225e83f7,0.5,0.5,0.5,0.5,0.5,0.5
04e5fec7a78a56c0,0.5,0.5,0.5,0.5,0.5,0.5
04e94f7a039accd6,0.5,0.5,0.5,0.5,0.5,0.5
04ea98b5399729d2,0.5,0.5,0.5,0.5,0.5,0.5
04edde88d246724a,0.5,0.5,0.5,0.5,0.5,0.5
04f9b446a5089f01,0.5,0.5,0.5,0.5,0.5,0.5
04fb04b4870e8918,0.5,0.5,0.5,0.5,0.5,0.5
04fd1bfdd50f09e0,0.5,0.5,0.5,0.5,0.5,0.5
04fd46bb55ae2be7,0.5,0.5,0.5,0.5,0.5,0.5
04fdcf95509efdc4,0.5,0.5,0.5,0.5,0.5,0.5
0504b8ec93b3521d,0.5,0.5,0.5,0.5,0.5,0.5
0506d1ab242e68b7,0.5,0.5,0.5,0.5,0.5,0.5
0508396f5a861678,0.5,0.5,0.5,0.5,0.5,0.5
050b3b32fc3bdd51,0.5,0.5,0.5,0.5,0.5,0.5
050be2af93763a03,0.5,0.5,0.5,0.5,0.5,0.5
050dc14880ed9673,0.5,0.5,0.5,0.5,0.5,0.5
05102d36c48d5766,0.5,0.5,0.5,0.5,0.5,0.5
0510b05e13a2d42f,0.5,0.5,0.5,0.5,0.5,0.5
0515219682872e80,0.5,0.5,0.5,0.5,0.5,0.5
051e62e47f355055,0.5,0.5,0.5,0.5,0.5,0.5
05222b567780e9ce,0.5,0.5,0.5,0.5,0.5,0.5
052461fda30a6400,0.5,0.5,0.5,0.5,0.5,0.5
052a2dd0e76e2370,0.5,0.5,0.5,0.5,0.5,0.5
